slug,generic_name,display_name,active_ingredient,salt,category,description,strengths,dosage_forms,routes,mechanism_of_action,pronunciation_en,key_suffix,verification_status
micafungin,Micafungin,Micafungin,Micafungin sodium,Micafungin sodium,Antifungals,"A second-generation echinocandin antifungal with no loading dose requirement, used for invasive candidiasis, candidemia, and antifungal prophylaxis in stem cell transplantation.",50 mg vial; 100 mg vial,Lyophilized Powder for Solution for Infusion,Intravenous,"Non-competitively inhibits 1,3-beta-D-glucan synthase, disrupting fungal cell wall integrity and leading to osmotic lysis.",mye-ka-FUN-jin,-fungin,verified
luliconazole,Luliconazole,Luliconazole,Luliconazole,Luliconazole,Antifungals,"A potent topical imidazole antifungal with exceptionally low minimum inhibitory concentrations (MICs) against dermatophytes, permitting once-daily application for only 1 to 2 weeks.",1% cream; 1% lotion,Topical Cream; Topical Lotion,Topical,"Inhibits fungal lanosterol 14-alpha-demethylase, disrupting ergosterol synthesis in fungal cell membranes; uniquely incorporates an optically active R-enantiomer dithioacetal structure providing extreme affinity for dermatophyte enzymes.",loo-li-KON-a-zole,-conazole,verified
oxaprozin,Oxaprozin,Oxaprozin,Oxaprozin,Oxaprozin,Pain & Inflammation,A long-acting propionic acid NSAID suitable for once-daily dosing in chronic inflammatory joint disorders.,600 mg,Film-coated Tablet; Caplet,Oral,"Non-selective inhibition of cyclooxygenase enzymes (COX-1 and COX-2), halting the conversion of arachidonic acid to prostaglandins.",ox-a-PROH-zin,-prozin,verified
flurbiprofen,Flurbiprofen,Flurbiprofen,Flurbiprofen,Flurbiprofen,Pain & Inflammation,"A propionic acid derivative NSAID available in systemic, ophthalmic and throat lozenge formulations for targeted anti-inflammatory and analgesic therapy.",50 mg; 100 mg; 8.75 mg lozenges; 0.03% eye drops,Tablet; Lozenge; Ophthalmic Solution,Oral; Ophthalmic; Oromucosal,"Reversibly inhibits cyclooxygenase enzymes (COX-1 and COX-2), suppressing prostaglandin synthesis in both systemic and ocular tissues.",flur-BI-proh-fen,-profen,verified
tolfenamic-acid,Tolfenamic acid,Tolfenamic acid,Tolfenamic acid,Tolfenamic acid,Pain & Inflammation,An anthranilic acid derivative (fenamate) NSAID used extensively for the acute abortive treatment of migraine attacks and inflammatory joint disorders.,100 mg; 200 mg,Tablet; Capsule,Oral,"Inhibits cyclooxygenase (COX) enzymes to reduce prostaglandin synthesis, and uniquely exerts direct antagonist actions at prostaglandin receptor sites.",tol-fe-NAM-ik AS-id,-fenamic acid,verified
etodolac,Etodolac,Etodolac,Etodolac,Etodolac,Pain & Inflammation,"A pyranocarboxylic acid NSAID exhibiting preferential inhibition of COX-2 over COX-1, providing anti-inflammatory efficacy with a relatively favourable gastric profile.",200 mg; 300 mg; 400 mg; 600 mg ER,Capsule; Tablet; Extended-Release Tablet,Oral,"Preferentially inhibits cyclooxygenase-2 (COX-2) over COX-1, diminishing inflammatory prostaglandins at sites of joint inflammation while partially sparing mucosal COX-1.",ee-toe-DOE-lak,-lac,verified
parecoxib,Parecoxib,Parecoxib,Parecoxib sodium,Parecoxib sodium,Pain & Inflammation,"An injectable water-soluble prodrug of valdecoxib, providing selective COX-2 inhibition for short-term post-operative acute pain control without affecting platelet aggregation.",20 mg; 40 mg vial for injection,Powder for Injection,Intravenous; Intramuscular,"Rapidly converted by enzymatic hydrolysis in the liver to valdecoxib, a highly selective inhibitor of cyclooxygenase-2 (COX-2).",pa-re-KOX-ib,-coxib,verified
colchicine,Colchicine,Colchicine,Colchicine,Colchicine,Gout,"An alkaloid derived from Colchicum autumnale that disrupts microtubule polymerization, selectively inhibiting neutrophil chemotaxis in acute gout and Mediterranean fever.",0.5 mg; 0.6 mg,Tablet,Oral,"Binds to tubulin dimers, preventing microtubule assembly; suppresses neutrophil extravasation, degranulation, and inflammasome activation (NLRP3) triggered by monosodium urate crystals.",KOL-chi-seen,,verified
febuxostat,Febuxostat,Febuxostat,Febuxostat,Febuxostat,Gout,"A potent non-purine selective inhibitor of xanthine oxidase, providing significant serum uric acid reduction for chronic gout without hypersensitivity cross-reactivity to allopurinol.",40 mg; 80 mg; 120 mg,Tablet,Oral,"Potently and selectively inhibits both the oxidized and reduced forms of xanthine oxidase by blocking the pterin-binding channel, decreasing uric acid production.",fe-BUX-oh-stat,-stat,verified
thiocolchicoside,Thiocolchicoside,Thiocolchicoside,Thiocolchicoside,Thiocolchicoside,Pain & Inflammation,"A semi-synthetic sulfur derivative of colchicoside with selective GABAA and glycinergic receptor agonist properties, widely prescribed in India for acute painful muscle spasm.",4 mg; 8 mg; 4 mg/2 mL injection; 0.25% ointment,Capsule; Tablet; Solution for Injection; Ointment,Oral; Intramuscular; Topical,Selective agonist at GABA-A and strychnine-sensitive glycine receptors in the spinal cord and brainstem; decreases motor neuron excitability without curare-like muscle paralysis.,thee-oh-KOL-chi-koh-side,-colchicoside,verified
baclofen,Baclofen,Baclofen,Baclofen,Baclofen,Pain & Inflammation,"A centrally acting GABA-B receptor agonist that suppresses monosynaptic and polysynaptic spinal reflexes, relieving spasticity resulting from multiple sclerosis and spinal cord lesions.",5 mg; 10 mg; 20 mg; 0.05 mg/mL intrathecal,Tablet; Intrathecal Solution,Oral; Intrathecal,"Specific agonist at presynaptic and postsynaptic GABA-B receptors in the spinal cord; inhibits calcium influx, reducing the release of excitatory neurotransmitters (glutamate, aspartate).",BAK-loe-fen,,verified
tizanidine,Tizanidine,Tizanidine,Tizanidine hydrochloride,Tizanidine hydrochloride,Pain & Inflammation,"A centrally acting alpha-2 adrenergic agonist that reduces muscle spasticity by promoting presynaptic inhibition of motor neurons, with minimal muscle weakness.",2 mg; 4 mg; 6 mg,Tablet; Capsule,Oral,Selective agonist at central presynaptic alpha-2 adrenergic receptors; decreases the release of excitatory amino acids from spinal interneurons.,tye-ZAN-i-deen,-nidine,verified
chlorzoxazone,Chlorzoxazone,Chlorzoxazone,Chlorzoxazone,Chlorzoxazone,Pain & Inflammation,"A centrally acting muscle relaxant used as an adjunct in acute painful musculoskeletal conditions, acting primarily at spinal and subcortical levels.",250 mg; 500 mg,Tablet,Oral,Inhibits multisynaptic reflex arcs involved in producing and maintaining skeletal muscle spasm at spinal cord and subcortical areas.,klor-ZOX-a-zone,-zoxazone,verified
tolperisone,Tolperisone,Tolperisone,Tolperisone hydrochloride,Tolperisone hydrochloride,Pain & Inflammation,A centrally acting muscle relaxant with membrane-stabilizing and sodium-channel blocking actions that reduces muscle spasticity and tone without significant sedation.,50 mg; 150 mg; 450 mg SR,Film-coated Tablet; Sustained-Release Tablet,Oral,"Inhibits voltage-gated sodium channels, stabilizing neuronal membranes; depresses mono- and polysynaptic spinal cord reflex pathways and reticulospinal tract transmission.",tol-PER-i-sone,-perisone,verified
cyclobenzaprine,Cyclobenzaprine,Cyclobenzaprine,Cyclobenzaprine hydrochloride,Cyclobenzaprine hydrochloride,Pain & Inflammation,"A tricyclic-structured central muscle relaxant that reduces tonic somatic motor activity primarily within the brainstem, relieving acute muscle spasm.",5 mg; 10 mg; 15 mg ER; 30 mg ER,Film-coated Tablet; Extended-Release Capsule,Oral,"Acts primarily within the brainstem at the locus coeruleus; enhances norepinephrine-mediated inhibition of gamma and alpha motor systems, reducing muscle spasm.",sye-kloe-BEN-za-preen,-prine,verified
nefopam,Nefopam,Nefopam,Nefopam hydrochloride,Nefopam hydrochloride,Pain & Inflammation,"A non-opioid, non-NSAID centrally acting analgesic that inhibits monoamine reuptake and modulates voltage-sensitive calcium/sodium channels, devoid of respiratory depression.",30 mg; 20 mg/mL injection,Tablet; Ampoule for Injection,Oral; Intravenous; Intramuscular,"Triple monoamine reuptake inhibitor (serotonin, norepinephrine, dopamine) and inhibitor of voltage-gated calcium/sodium channels in central nociceptive pathways.",NEF-oh-pam,,verified
buprenorphine,Buprenorphine,Buprenorphine,Buprenorphine hydrochloride,Buprenorphine hydrochloride,Pain & Inflammation,"A high-affinity partial agonist at mu-opioid receptors and antagonist at kappa receptors, with a ceiling effect on respiratory depression, used for chronic pain and opioid dependence.",0.2 mg sublingual; 2 mg; 8 mg; 5 mcg/hr patch; 10 mcg/hr patch; 20 mcg/hr patch; 0.3 mg/mL injection,Sublingual Tablet; Transdermal Patch; Solution for Injection,Sublingual; Transdermal; Intramuscular; Intravenous,Partial agonist at mu-opioid receptors with very high affinity and slow receptor dissociation rate; antagonist at kappa-opioid and ORL-1 receptors.,byoo-pre-NOR-feen,-norphone,verified
fentanyl,Fentanyl,Fentanyl,Fentanyl citrate,Fentanyl citrate,Pain & Inflammation,"A potent synthetic mu-opioid receptor agonist (50-100 times more potent than morphine) utilized for anaesthesia, breakthrough cancer pain, and transdermal chronic pain management.",12 mcg/hr patch; 25 mcg/hr patch; 50 mcg/hr patch; 100 mcg/hr patch; 50 mcg/mL injection; 100 mcg lozenge,Transdermal Patch; Solution for Injection; Buccal Lozenge / Film,Transdermal; Intravenous; Intramuscular; Buccal; Sublingual,"Selective and potent agonist at mu-opioid receptors in the central nervous system; inhibits adenylate cyclase, hyperpolarizes neurons, and reduces nociceptive transmission.",FEN-ta-nil,-fentanil,verified
oxycodone,Oxycodone,Oxycodone,Oxycodone hydrochloride,Oxycodone hydrochloride,Pain & Inflammation,"A semi-synthetic pure mu-opioid receptor agonist with high oral bioavailability, used in immediate- and controlled-release formulations for severe pain.",5 mg; 10 mg; 20 mg; 40 mg; 80 mg CR,Immediate-Release Tablet; Controlled-Release Tablet; Oral Solution,Oral; Subcutaneous; Intravenous,"Full agonist at mu-opioid receptors with some affinity for kappa- and delta-opioid receptors; inhibits adenylyl cyclase, opening potassium channels and blocking presynaptic calcium influx.",ox-ee-KOH-done,-codone,verified
methadone,Methadone,Methadone,Methadone hydrochloride,Methadone hydrochloride,Pain & Inflammation,A long-acting synthetic mu-opioid agonist and NMDA receptor antagonist used for opioid dependence maintenance and refractory neuropathic cancer pain.,5 mg; 10 mg; 40 mg dispersible; 5 mg/5 mL oral solution; 10 mg/mL injection,Tablet; Dispersible Tablet; Oral Solution; Injection,Oral; Subcutaneous; Intramuscular; Intravenous,"Agonist at mu-opioid receptors, antagonist at NMDA (N-methyl-D-aspartate) receptors, and inhibitor of serotonin and norepinephrine reuptake.",METH-a-done,-done,verified
pentazocine,Pentazocine,Pentazocine,Pentazocine lactate,Pentazocine lactate,Pain & Inflammation,"A benzomorphan opioid with kappa-opioid agonist and weak mu-antagonist/partial agonist properties, frequently formulated with naloxone to prevent intravenous abuse.",25 mg; 50 mg; 30 mg/mL injection,Tablet; Solution for Injection,Oral; Intramuscular; Intravenous; Subcutaneous,Agonist at kappa-opioid receptors producing spinal analgesia and sedation; weak antagonist or partial agonist at mu-opioid receptors; binds sigma receptors.,pen-TAZ-oh-seen,-zocine,verified
hydrocodone,Hydrocodone,Hydrocodone,Hydrocodone bitartrate,Hydrocodone bitartrate,Pain & Inflammation,"A semi-synthetic phenanthrene opioid mu-agonist with antitussive and analgesic actions, widely prescribed in combination with paracetamol for moderate to severe pain.",5 mg; 7.5 mg; 10 mg; 20 mg ER,Tablet; Extended-Release Tablet; Oral Liquid,Oral,Pure agonist at mu-opioid receptors; inhibits ascending pain pathways and suppresses the medullary cough reflex center.,hye-droe-KOH-done,-codone,verified
nebivolol,Nebivolol,Nebivolol Hydrochloride,Nebivolol hydrochloride,Nebivolol hydrochloride,Cardiovascular,A third-generation highly cardioselective beta-1 adrenergic blocker with nitric oxide-mediated endothelial vasodilation and neutral metabolic profile.,2.5 mg; 5 mg; 10 mg,Tablet,Oral,"Dual mechanism: highly selective competitive beta-1 adrenergic antagonist, and stimulates endothelial nitric oxide synthase (eNOS) via beta-3 adrenergic receptors, releasing nitric oxide and causing peripheral vasodilation.",ne-BIV-oh-lol,-olol,verified
labetalol,Labetalol,Labetalol Hydrochloride,Labetalol hydrochloride,Labetalol hydrochloride,Cardiovascular,"A non-selective competitive beta-blocker with postsynaptic alpha-1 adrenergic blocking activity, established as the first-line drug of choice for hypertensive emergencies and hypertension in pregnancy.",100 mg; 200 mg; 5 mg/mL (20 mL IV ampoule),Film-coated Tablet; Solution for Injection,Oral; Intravenous,"Competitively blocks beta-1, beta-2, and alpha-1 adrenergic receptors; oral ratio of alpha:beta blockade is approx. 1:3; IV ratio is approx. 1:7; alpha-1 blockade reduces systemic vascular resistance while beta-1 blockade prevents reflex tachycardia.",la-BAY-ta-lol,-lalol,verified
esmolol,Esmolol,Esmolol Hydrochloride,Esmolol hydrochloride,Esmolol hydrochloride,Cardiovascular,"An ultra-short-acting, cardioselective beta-1 adrenergic blocker metabolized rapidly by red blood cell esterases, used for rapid intraoperative and emergency control of supraventricular tachycardia and aortic dissection.",100 mg/10 mL vial; 2.5 g/10 mL ampoule for infusion,Solution for Injection; Concentrate for Solution for Infusion,Intravenous,Selective competitive antagonist at myocardial beta-1 adrenergic receptors with negligible intrinsic sympathomimetic or membrane-stabilizing activity; rapidly hydrolyzed by cytoplasmic esterases in red blood cells.,EZ-moe-lol,-olol,verified
perindopril,Perindopril,Perindopril Erbumine / Arginine,Perindopril erbumine,Perindopril erbumine,Cardiovascular,"A long-acting, lipophilic prodrug ACE inhibitor that provides sustained 24-hour tissue ACE inhibition, extensive endothelial protection, and proven reduction of cardiovascular events in stable coronary artery disease.",2 mg; 4 mg; 8 mg (erbumine); 2.5 mg; 5 mg; 10 mg (arginine),Tablet,Oral,"Hydrolyzed in the liver to active metabolite perindoprilat, which competitively inhibits angiotensin-converting enzyme (ACE), blocking conversion of angiotensin I to angiotensin II, decreasing aldosterone, and inhibiting bradykinin degradation.",per-IN-doe-pril,-pril,verified
candesartan,Candesartan,Candesartan Cilexetil,Candesartan cilexetil,Candesartan cilexetil,Cardiovascular,"An ester prodrug angiotensin II receptor blocker (ARB) with insurmountable, tight AT1-receptor binding kinetics, proven to reduce cardiovascular mortality and hospitalizations in heart failure (CHARM trial).",4 mg; 8 mg; 16 mg; 32 mg,Tablet,Oral,"Completely bioactivated during gastrointestinal absorption to active candesartan, which binds selectively and insurmountably to the AT1 receptor with high affinity and slow dissociation, blocking vasoconstriction and aldosterone secretion.",kan-de-SAR-tan,-sartan,verified
cilnidipine,Cilnidipine,Cilnidipine,Cilnidipine,Cilnidipine,Cardiovascular,"A unique fourth-generation dihydropyridine calcium channel blocker with dual L-type and N-type calcium channel blockade, suppressing sympathetic nerve activity and significantly reducing pedal oedema and proteinuria.",5 mg; 10 mg; 20 mg,Tablet,Oral,Dual blockade: blocks L-type voltage-gated calcium channels in vascular smooth muscle cells (causing arterial vasodilation) AND N-type calcium channels at sympathetic nerve endings (inhibiting norepinephrine release and sympathetic overactivity).,sil-NI-di-peen,-dipine,verified
benidipine,Benidipine,Benidipine Hydrochloride,Benidipine hydrochloride,Benidipine hydrochloride,Cardiovascular,"A triple L-, T-, and N-type calcium channel blocker with high vascular membrane affinity, conferring long-lasting 24-hour antihypertensive, cardioprotective, and renoprotective effects with minimal pedal oedema.",4 mg; 8 mg,Film-coated Tablet,Oral,"Triple calcium channel blocker: blocks L-type channels (arteriolar dilation), T-type channels (aldosterone suppression and cardiac protective effect), and N-type channels (sympathetic nerve inhibition and efferent arteriolar dilation).",ben-I-di-peen,-dipine,verified
eplerenone,Eplerenone,Eplerenone,Eplerenone,Eplerenone,Cardiovascular,"A selective mineralocorticoid receptor antagonist (MRA) with high specificity for aldosterone receptors, proven to reduce mortality in heart failure post-MI without the antiandrogenic side effects of spironolactone.",25 mg; 50 mg,Film-coated Tablet,Oral,"Selectively binds to the mineralocorticoid receptor, competitively blocking aldosterone binding in the renal distal tubule and collecting duct; prevents sodium and water reabsorption while conserving potassium and magnesium; attenuates myocardial and vascular fibrosis.",eh-PLEER-en-own,-one,verified
indapamide,Indapamide,Indapamide,Indapamide,Indapamide,Cardiovascular,"A non-thiazide chlorosulfamoyl indole diuretic with dual diuretic and direct vascular smooth muscle vasodilating properties, established in major trials (HYVET, ADVANCE) for stroke and mortality reduction.",1.5 mg SR; 2.5 mg,Sustained-Release Tablet; Immediate-Release Tablet,Oral,"Dual action: inhibits sodium and chloride reabsorption in the early distal convoluted tubule (producing saluresis), AND directly reduces vascular reactivity to pressor amines by modulating transmembrane calcium influx in arterial smooth muscle cells.",in-DAP-a-mide,-amide,verified
ivabradine,Ivabradine,Ivabradine Hydrochloride,Ivabradine hydrochloride,Ivabradine hydrochloride,Cardiovascular,A selective and specific hyperpolarization-activated cyclic nucleotide-gated (HCN) pacemaker channel inhibitor that lowers heart rate without reducing myocardial contractility or blood pressure.,5 mg; 7.5 mg,Film-coated Tablet,Oral,"Selectively blocks the hyperpolarization-activated cyclic nucleotide-gated (HCN) channel (If 'funny' pacemaker current) in the sinoatrial node, slowing the diastolic depolarization slope and reducing heart rate at rest and during exercise.",eye-VA-bra-deen,-bradine,verified
isavuconazole,Isavuconazole,Isavuconazole (Isavuconazonium Sulfate),Isavuconazonium sulfate,Isavuconazonium sulfate,Antifungals,"A novel water-soluble triazole prodrug with broad-spectrum activity against invasive aspergillosis and mucormycosis, notable for causing QTc shortening rather than prolongation.",100 mg; 200 mg vial,Capsule; Powder for Solution for Infusion,Oral; Intravenous,"Rapidly hydrolyzed by plasma esterases to active isavuconazole, which inhibits fungal 14-alpha-lanosterol demethylase, blocking ergosterol synthesis.",eye-sa-voo-KON-a-zole,-conazole,verified
anidulafungin,Anidulafungin,Anidulafungin,Anidulafungin,Anidulafungin,Antifungals,"A semi-synthetic echinocandin antifungal that undergoes non-enzymatic chemical degradation, making it completely independent of renal and hepatic metabolism.",100 mg vial,Powder for Solution for Infusion,Intravenous,"Non-competitively inhibits 1,3-beta-D-glucan synthase, halting fungal cell wall synthesis and causing osmotic lysis.",a-nye-doo-la-FUN-jin,-fungin,verified
sertaconazole,Sertaconazole,Sertaconazole Nitrate,Sertaconazole nitrate,Sertaconazole nitrate,Antifungals,"A topical broad-spectrum imidazole antifungal containing a unique benzothiophene ring, providing dual fungistatic and direct fungicidal action with potent anti-inflammatory and antipruritic properties.",2% cream; 2% lotion; 2% dust powder; 500 mg vaginal suppository,Topical Cream; Topical Lotion; Topical Powder; Vaginal Tablet,Topical; Vaginal,"Dual mechanism: at low concentrations, inhibits 14-alpha-demethylase blocking ergosterol synthesis; at higher concentrations, benzothiophene ring directly inserts into fungal plasma membrane, forming pores and causing immediate cell death.",ser-ta-KON-a-zole,-conazole,verified
amorolfine,Amorolfine,Amorolfine Hydrochloride,Amorolfine hydrochloride,Amorolfine hydrochloride,Antifungals,"A morpholine antifungal nail lacquer and cream with a unique dual-enzyme inhibition mechanism in the ergosterol pathway, applied once or twice weekly for onychomycosis.",5% nail lacquer; 0.25% cream,Nail Lacquer; Topical Cream,Topical,"Inhibits two separate fungal enzymes in the ergosterol biosynthesis pathway: delta-14-reductase and delta-7,delta-8-isomerase, depleting ergosterol and causing accumulation of toxic ignosterol.",a-MORE-ol-feen,-olfine,verified
griseofulvin,Griseofulvin,Griseofulvin,Griseofulvin microsize,Griseofulvin,Antifungals,"An oral fungistatic antifungal that binds to fungal tubulin and concentrates in newly formed keratin, established as the gold standard for tinea capitis (scalp ringworm) in children.",125 mg; 250 mg; 500 mg; 125 mg/5 mL suspension,Tablet; Oral Suspension,Oral,"Binds to fungal tubulin and disrupts the mitotic spindle apparatus, arresting fungal cells in metaphase; also binds to human keratin, rendering newly formed hair, skin, and nails resistant to fungal invasion.",gris-ee-oh-FUL-vin,-fulvin,verified
flucytosine,Flucytosine (5-FC),Flucytosine,Flucytosine (5-fluorocytosine),Flucytosine,Antifungals,"A fluorinated pyrimidine antifungal that converts intracellularly to 5-fluorouracil, combined synergistically with amphotericin B for cryptococcal meningitis.",250 mg; 500 mg; 2.5 g/250 mL IV infusion,Capsule; Solution for Infusion,Oral; Intravenous,"Transported into fungal cells by cytosine permease and deaminated by fungal cytosine deaminase to 5-fluorouracil (5-FU); 5-FU inhibits thymidylate synthase and incorporates into fungal RNA, terminating protein and DNA synthesis.",floo-SYE-toe-seen,-cytosine,verified
remdesivir,Remdesivir,Remdesivir,Remdesivir,Remdesivir,Antivirals,"A broad-spectrum monophosphoramidate adenosine nucleotide prodrug that halts viral RNA synthesis, used intravenously for COVID-19 in hospitalized and high-risk patients.",100 mg vial,Lyophilized Powder for Injection; Concentrate for Solution for Infusion,Intravenous,"Metabolized intracellularly into active remdesivir triphosphate (GS-443902), which competes with ATP for incorporation by viral RNA-dependent RNA polymerase (RdRp), causing delayed chain termination at position i+3.",rem-DES-i-veer,-desivir,verified
molnupiravir,Molnupiravir,Molnupiravir,Molnupiravir,Molnupiravir,Antivirals,"An oral ribonucleoside prodrug that induces viral error catastrophe through lethal mutagenesis in viral RNA, used for mild-to-moderate COVID-19 in high-risk outpatients.",200 mg,Capsule,Oral,"Hydrolyzed in blood to N4-hydroxycytidine (NHC), phosphorylated intracellularly to NHC triphosphate, which is utilized by viral RdRp; mispairs with adenine and guanine, inducing massive catastrophic mutations during replication ('error catastrophe').",mol-noo-PEER-a-veer,-piravir,verified
nirmatrelvir,Nirmatrelvir / Ritonavir,Paxlovid (Nirmatrelvir + Ritonavir),Nirmatrelvir and ritonavir,Nirmatrelvir and ritonavir,Antivirals,"A peptidomimetic inhibitor of the SARS-CoV-2 main protease (Mpro / 3CLpro) boosted with ritonavir, reducing COVID-19 hospitalization and death by up to 89% in high-risk patients.",300 mg nirmatrelvir (two 150 mg tablets) + 100 mg ritonavir (one 100 mg tablet) per dose,Tablet (Dose Pack),Oral,"Nirmatrelvir reversible inhibits the SARS-CoV-2 main protease (Mpro/3CLpro), preventing processing of viral polyprotein precursors; low-dose ritonavir acts as a pharmacokinetic booster by inhibiting CYP3A4, sustaining therapeutic nirmatrelvir blood levels.",nir-ma-TREL-veer,-matrelvir,verified
sofosbuvir,Sofosbuvir,Sofosbuvir,Sofosbuvir,Sofosbuvir,Antivirals,"A breakthrough nucleotide analogue NS5B polymerase inhibitor with a high genetic barrier to resistance, serving as the backbone of direct-acting antiviral cures for chronic Hepatitis C.",400 mg,Film-coated Tablet,Oral,Uridine nucleotide prodrug metabolized in hepatocytes to active 2'-deoxy-2'-alpha-fluoro-beta-C-methyluridine triphosphate (GS-461203); acts as an obligate chain terminator for HCV NS5B RNA-dependent RNA polymerase.,soe-FOS-byoo-veer,-buvir,verified
lacosamide,Lacosamide,Lacosamide Film-Coated,Lacosamide,Lacosamide,Neurology,Third-generation antiepileptic drug selectively enhancing slow inactivation of voltage-gated sodium channels.,50 mg; 100 mg; 150 mg; 200 mg; 10 mg/mL syrup; 200 mg/20 mL IV,Tablet; Syrup; Injection,Oral; Intravenous,"Selectively enhances slow inactivation of voltage-gated sodium channels, terminating sustained repetitive neuronal firing without affecting fast inactivation.",luh-KOE-suh-mide,-amide,verified
lamotrigine,Lamotrigine,Lamotrigine Dispersible,Lamotrigine,Lamotrigine,Neurology,Broad-spectrum phenyltriazine antiepileptic and mood stabilizer targeting voltage-gated sodium and calcium channels.,25 mg; 50 mg; 100 mg; 200 mg dispersible,Dispersible Tablet,Oral,Voltage-gated sodium channel blocker and inhibitor of presynaptic glutamate and aspartate release.,luh-MOE-truh-jeen,-rigine,verified
oxcarbazepine,Oxcarbazepine,Oxcarbazepine Film-Coated,Oxcarbazepine,Oxcarbazepine,Neurology,Keto-analog of carbamazepine acting as a prodrug for 10-monohydroxy metabolite (MHD) with lower hepatic enzyme induction.,150 mg; 300 mg; 600 mg,Tablet; Oral Suspension,Oral,"Prodrug rapidly converted to active 10-monohydroxy metabolite (MHD), which blocks voltage-sensitive sodium channels.",ox-kar-BAZ-uh-peen,-zepine,verified
topiramate,Topiramate,Topiramate Film-Coated,Topiramate,Topiramate,Neurology,Broad-spectrum sulfamate-substituted monosaccharide antiepileptic and migraine prophylactic agent with multiple mechanisms.,25 mg; 50 mg; 100 mg; 200 mg,Tablet,Oral,"Blocks voltage-dependent sodium channels, potentiates GABA-A receptor currents, inhibits AMPA/kainate glutamate receptors, and weakly inhibits carbonic anhydrase (isozymes II and IV).",toe-PEER-uh-mate,-iramate,verified
pregabalin,Pregabalin,Pregabalin Capsules,Pregabalin,Pregabalin,Neurology,"Potent alpha-2-delta ligand that binds presynaptic voltage-gated calcium channels to treat neuropathic pain, fibromyalgia, and anxiety.",50 mg; 75 mg; 150 mg; 300 mg,Capsule,Oral,"Selectively binds the alpha-2-delta auxiliary subunit of presynaptic voltage-gated calcium channels in the CNS, reducing calcium influx and subsequent release of glutamate, substance P, and norepinephrine.",pree-GAB-uh-lin,-gabalin,verified
levodopa-carbidopa,Levodopa + Carbidopa,Levodopa and Carbidopa Controlled-Release,Levodopa and Carbidopa,Levodopa / Carbidopa,Neurology,Gold standard dopamine replacement therapy for Parkinson disease combining dopamine precursor with peripheral DDC inhibitor.,100 mg / 25 mg; 200 mg / 50 mg; 250 mg / 25 mg,Tablet; Controlled-Release Tablet,Oral,"Levodopa crosses the blood-brain barrier via L-neutral amino acid transporter (LAT1) and is decarboxylated to dopamine in striatal neurons; carbidopa inhibits peripheral dopa decarboxylase (DDC), preventing peripheral conversion and nausea.",lee-voe-DOE-puh kar-bih-DOE-puh,-dopa,verified
donepezil,Donepezil,Donepezil Film-Coated,Donepezil hydrochloride,Donepezil hydrochloride,Neurology,"Reversible, non-competitive, piperidine-based acetylcholinesterase inhibitor used to improve cognitive function in Alzheimer disease.",5 mg; 10 mg; 10 mg orally disintegrating tablet (ODT),Tablet; Orally Disintegrating Tablet,Oral,"Reversibly and non-competitively inhibits acetylcholinesterase (AChE), increasing acetylcholine concentration in cortical synapses.",doe-NEP-uh-zil,-pezil,verified
sumatriptan,Sumatriptan,Sumatriptan Succinate,Sumatriptan succinate,Sumatriptan succinate,Neurology,Prototypic 5-HT1B/1D receptor agonist providing rapid acute relief of migraine attacks and cluster headaches.,25 mg; 50 mg; 100 mg; 6 mg/0.5 mL subcutaneous autoinjector; 20 mg nasal spray,Tablet; Subcutaneous Injection; Nasal Spray,Oral; Subcutaneous; Intranasal,"Selective agonist for 5-HT1B (vascular) and 5-HT1D (neuronal) receptors, causing cranial vasoconstriction and inhibiting trigeminal calcitonin gene-related peptide (CGRP) release.",soo-muh-TRIP-tan,-triptan,verified
escitalopram,Escitalopram,Escitalopram Oxalate,Escitalopram oxalate,Escitalopram oxalate,Psychiatry,S-enantiomer of citalopram; the most selective serotonin reuptake inhibitor (SSRI) with minimal anticholinergic and antihistaminic activity.,5 mg; 10 mg; 15 mg; 20 mg,Tablet,Oral,"Pure S-enantiomer that binds with high affinity to the primary serotonin transporter (SERT) and allosteric site, potently blocking 5-HT reuptake.",es-sye-TAL-oh-pram,-pram,verified
venlafaxine,Venlafaxine,Venlafaxine Extended-Release,Venlafaxine hydrochloride,Venlafaxine hydrochloride,Psychiatry,Serotonin and norepinephrine reuptake inhibitor (SNRI) with dose-dependent dual neurotransmitter modulation.,37.5 mg; 75 mg; 150 mg extended-release,Extended-Release Capsule,Oral,Potently inhibits serotonin reuptake at low doses (<150 mg/day); additionally inhibits norepinephrine reuptake at moderate-to-high doses (>=150 mg/day).,ven-luh-FAX-een,-faxine,verified
duloxetine,Duloxetine,Duloxetine Delayed-Release,Duloxetine hydrochloride,Duloxetine hydrochloride,Psychiatry,"Potent dual SNRI with balanced 5-HT and NE reuptake inhibition across all therapeutic doses, effective for depression and chronic somatic pain.",20 mg; 30 mg; 60 mg,Delayed-Release Capsule,Oral,Potently and equally inhibits neuronal reuptake of both serotonin and norepinephrine throughout the dosing range; weak dopamine uptake inhibitor.,doo-LOX-uh-teen,-oxetine,verified
